TITLE,MODEL,DESCRIPTION,CONDITION,AVAILABILITY_STATUS,PRICE_LIST,PRICE
Karcher - Aspirator pe acumulator T 9/1 Bp,1.528-121.0,"Flexibil și, mulțumită bateriei puternice Kärcher Battery Power+, extrem de puternic și durabil: aspiratorul nostru uscat acționat de baterii T 9/1 Bp a trecut testul comparativ cu aspiratoarele uscate acționate de la priză.,cod comanda: 1.528-121.0",Nou,La comanda,5950.0,"4 800,00"
Karcher - CURATITOR CU APA SUB PRESIUNE HD 5/15 CX Plus,1.520-932.0,"Comod, mobil, versatil: curatitorul cu apa rece sub presiune HD 5/15 CX Plus pentru uz vertical si orizontal. Cu spatiu depozitare accesorii, cilindru din alama + depresurizare automata.,Varianta CX vine in plus cu:,Tambur pentru furtun integrat cu furtun pentru inalta presiune de 15 m. Pentru o raza mare de actiune si depozitare usoara si rapida (variante CX),cod comanda: 1.520-932.0",Nou,In stoc ,6700.0,"4 772,00"
Karcher - APARAT DE CURATAT CU INALTA PRESIUNE HD 5/15 C Plus + FR Classic,1.520-933.0,"Versatil — Aparat de curăţat de înaltă presiune, cu apă rece HD 5/15 C + FR Classic pentru funcţionare în poziție verticală şi orizontală. Cu spații de depozitare a accesoriilor, chiulasă din alamă și reducere automată a presiunii.,cod comanda: 1.520-933.0",Nou,La comanda,6668.0,"4 731,00"
Karcher - Suflanta BLB 1060/36 Bp Pack,1.042-510.0,"Confortabilă de purtat pe spate și practic fără vibrații, suflanta de frunze tip rucsac LBB 1060/36 Bp Pack, alimentată cu acumulatori, îți permite să lucrezi fără a obosi. Puternică și liniștită, ideală pentru zone mari.,cod comanda: 1.042-510.0",Nou,La comanda,6818.0,"4 690,00"
Karcher - Perie supliementara PW 30/1 pentru puzzi 10/2,1.913-102.0,"Cap spalator cu perie suplimentar pentru variantele de aspirator Puzzi 10/2 pentru sporirea suprafetei de actiune cu circa 35 %.,cod comanda: 1.913-102.0",Nou,La comanda,5200.0,"4 600,00"
Karcher - Aparat de curatat cu inalta presiune HD 6/13 C Plus,1.520-951.0,"Comod, mobil, versatil: Aparatul de curatat cu apa rece sub presiune HD 6/13 C pentru uz vertical si orizontal. Cu spatiu depozitare accesorii, cilindru din alama + depresurizare automata.,cod: 1.520-951.0",Nou,La comanda,5487.0,"4 580,00"
Karcher - CURATITOR CU APA SUB PRESIUNE HD 5/12 CX Plus,1.520-902.0,"Comod, mobil, versatil: Aparatul de curatat cu apa rece sub presiune HD 5/12 CX Plus pentru uz vertical si orizontal. Cu spatiu depozitare accesorii, cilindru din alama + depresurizare automata.,Varianta Cx vine in plus cu:,- tambur pentru strangerea furtunului de presiune,- furtun presiune de 15 m ,cod comanda: 1.520-902.0",Nou,La comanda,5552.0,"4 540,00"
Karcher - Aspirator uscat - umed NT 65/2 Ap,1.667-291.0,"NT 65/2 Ap - aspirator puternic, bimotor, umed/uscat (aplicatii profesionale). Puterea de aspiratie ramane constanta datorita curatarii eficiente a filtrului plat pliabil, cu curenti de aer.,Varianta Ap vine in plus cu:,- filtru cu sistem de curatare semi-automata,cod comanda: 1.667-291.0",Nou,,5092.0,"4 380,00"
Karcher - HD 7/20 G CLASSIC Curatitor cu apa sub presiune,1.187-011.0,"Aparatul de curățat cu înaltă presiune HD 7/20 G Classic dispune de un motor puternic pe benzină, ceea ce face posibilă utilizarea acestuia în locuri fără sursă de alimentare.",Nou,IN STOC ,6568.0,"4 300,00"
Karcher - Aspirator uscat - umed NT 70/3,1.667-270.0,"Aspirator umed/uscat puternic cu rezervor cu o capacitate de 70 l si 3 motoare.,cod comanda: 1.667-270.0",Nou,in stoc ,5181.0,"4 300,00"
Karcher - APARAT DE CURATAT CU INALTA PRESIUNE HD 6/13 C,1.520-950.0,"Practic, mobil, versatil: curățător de înaltă presiune HD 6/13 C cu apă rece pentru funcționare verticală și orizontală. Cu depozitare accesorii, cilindru alama si depresurizare automata.,cod comanda: ,1.520-950.0",Nou,La comanda,5047.0,"4 200,00"
Karcher - Aparat de curatat cu inalta presiune HD 6/15 P Modul,1.150-950.0,cod comanda: 1.150-950.0,Nou,La comanda,4960.0,"4 150,00"
Karcher - Curatitor cu apa sub presiune HD 5/15 C Plus,1.520-931.0,"Comod, mobil, versatil: Aparatul de curatat cu apa rece sub presiune HD5/15 C Plus pentru uz vertical si orizontal. ,Cu spatiu depozitare accesorii, cilindru din alama + depresurizare automata.,cod comanda: 1.520-931.0",Nou,in stoc ,4992.0,"4 085,00"
Karcher - APARAT DE SPĂLAT CU PRESIUNE HD 5/15 CX *EU,1.520-935.0,"Comod, mobil, versatil: Aparatul de curatat cu apa rece sub presiune HD 5/15 CX pentru uz vertical si orizontal. Cu spatiu depozitare accesorii, cilindru din alama + depresurizare automata.,1.520-935.0",Nou,IN STOC ,6051.0,"3 950,00"
Karcher - APARAT DE CURATAT CU INALTA PRESIUNE HD 5/17 C,1.520-940.0,"Practic, mobil, versatil — Aparat de curăţat cu înaltă presiune, cu apă rece HD 5/17 C pentru funcţionare în poziție verticală şi orizontală. Cu spații de depozitare a accesoriilor, chiulasă din alamă și reducere automată a presiunii.,cod comanda: ,1.520-940.0",Nou,IN STOC ,5509.0,"3 940,00"
Karcher - MASINA DE FRECAT ASPIRAT BDS 43/150 C Classic,1.291-243.0,"BDS 43/150 C Classic este o maşină foarte robustă cu un singur disc pentru diverse aplicaţii de curăţare a podelelor. Cu un suport planetar care nu necesită întreţinere şi un motor puternic de 1.500 waţi.,cod comanda: 1.291-243.0",Nou,La comanda,6174.0,"3 900,00"
Karcher - CURATITOR CU APA SUB PRESIUNE HD 5/12 C Plus,1.520-901.0,"Comod, mobil, versatil: Aparatul de curatat cu apa rece sub presiune HD 5/12 C Plus pentru uz vertical si orizontal. Cu spatiu depozitare accesorii, cilindru din alama + depresurizare automata.,cod comanda: 1.520-901.0",Nou,La comanda,4919.0,"3 850,00"
Karcher - Purificator de aer AF 100,1.024-810.0,"Pentru o calitate optimă a aerului în camere de până la 100m²: purificatorul de aer mobil AF 100 cu senzor laser precis, mod automat și mai multe tipuri de filtre pentru diferite domenii de aplicare.,cod comanda: 1.024-810.0",Nou,In stoc,5554.0,"3 820,00"
Karcher - Aspirator cu spalare PUZZI 10/1,1.100-130.0,"Puzzi, 10/1 cu duza pentru podea/duza pentru tapiserii pentru curatarea covoarelor si a tapiseriilor prin spray-extractie. Ideal pentru suprafete mici. Cu carlig integrat pentru cablu si suport pentru maner prevazut cu teava de aspirare/declansator.,cod comanda: 1.100-130.0",Nou,IN STOC ,5540.0,"3 810,00"
Karcher - Aspirator uscat - umed NT 70/2 Me,1.667-275.0,"Seria NT 70 oferă aspiratoare puternice cu până la 3 motoare. Cu puterea lor ridicată de aspirare, acestea sunt eficiente atât la aspirarea lichidelor, cât și la murdăria grosieră.,Varianta NT 70/2 Me vine cu:,- 2 motoare,- cuva de inox de 70 de litri,cod comanda: 1.667-275.0",Nou,La comanda,4474.0,"3 800,00"
Karcher - APARAT DE CURATAT CU INALTA PRESIUNE HD 5/12 C,1.520-900.0,"Versatil — Aparat de curăţat de înaltă presiune, cu apă rece HD 5/12 C pentru funcţionare în poziție verticală şi orizontală. Cu spații de depozitare a accesoriilor, chiulasă din alamă și reducere automată a presiunii.,cod comanda: ,1.520-900.0",Nou,La comanda,5150.0,"3 696,00"
Karcher - Aspirator uscat - umed NT 70/2 Adv,1.667-278.0,"Aspirator umed / uscat performant cu un volum al recipientului de 70 l si cu 2 motoare.,cod comanda: 1.667-278.0",Nou,La comanda,4641.0,"3 653,00"
Karcher - Aspirator uscat - umed NT 70/2 Tc,1.667-271.0,"Familia de aspiratoare NT 70 consta in aspiratoare mari, puternice uscat-umede cu pana la 3 motoare. O linie completa de modele care se evidentiaza mai ales atunci cand este vorba de utilizari pentru curatare a murdariei umede si aspirarea murdariei grosiere. Putere mare de aspirare cat si calitate Kärche la un pret accesibil.,Varianta NT 70/2 Tc vine cu:,- 2 motoare,- sasiu basculant,cod comanda: 1.667-271.0",Nou,La comanda,4500.0,"3 640,00"
Karcher - Aspirator special Nt 40/1 Tact Bs,1.148-340.0,"Aspirator uscat-umed usor de manuit si cu putere mare de aspirare, sistem inovator automat de curatare a filtrului ,Tact,, volumul containerului de 40 l, utilizare in brutarii si cofetarii.",Nou,La comanda,4400.0,"3 600,00"
Karcher - ASPIRATOR CU PERI PENTRU COVOR CV 48/2 Adv,1.057-329.0,cod comanda: 1.057-329.0,Nou,La comanda,4374.0,"3 500,00"
Karcher - ASPIRATOR USCAT - UMED NT 50/1 Tact Te L,1.148-411.0,"Aspiratorul profesional umed-uscat NT 50/1 Tact Te cu dotari multiple. Printre acestea un recipient de 50 litri cu maner ajustabil si furtun de drenaj cat si o priza integrata.,cod comanda: 1.148-411.0",Nou,La comanda,4223.0,"3 500,00"
Karcher - Masina de maturat KM 70/20 C,1.517-106.0,"Masina de maturat prin impingere, compacta pentru utilizare in interior si exterior,Cod de comanda:1.517-106.0",Nou,,4795.0,"3 390,00"
Karcher - ASPIRATOR CU PERI PENTRU COVOR CV 48/2,1.057-328.0,"Aspirator vertical ergonomic, tip perie, CV 48/2 cu accesorii integrate și suporturi pentru cabluri, înlocuirea fără scule a periei și sistem de schimbare rapidă a cablului de alimentare. Performanță ridicată de suprafață,cod comanda: ,1.057-328.0",Nou,La comanda,4136.0,"3 383,00"
Karcher - APARAT DE CURATAT CU INALTA PRESIUNE HD 5/11 C,1.520-960.0,"HD 5/11 P este compact, ușor și mobil. Detalii despre echipament: mâner de transport, cilindru din alamă și eliberare automată de presiune. Pentru funcționare verticală și orizontală.,cod comanda: 1.520-960.0",Nou,La comanda,4600.0,"3 320,00"
Karcher - ASPIRATOR USCAT - UMED NT 40/1 Tact Te L,1.148-311.0,"Compact si usor de transportat: aspiratorul umed-uscat NT 40/1 ,Tact, Te cu sistemul de curatare al filtrului ,Tact, si recipient de 40 litri cu protectie pentru lucru indelungat si fara intrerupere,cod comanda: 1.148-311.0",Nou,In stoc ,4160.0,"3 270,00"
Karcher - Suflanta BLB 1060/36 Bp,1.042-509.0,"Confortabilă de purtat pe spate și practic fără vibrații, suflanta de frunze tip rucsac LBB 1060/36 Bp, alimentată cu acumulatori, îți permite să lucrezi fără a obosi. Puternică și liniștită, ideală pentru zone mari.,cod comanda: 1.042-509.0,Suflanta vine fara baterie",Nou,La comanda,4677.0,"3 226,00"
Karcher - Masina de maturat KM 70/20 C 2SB,1.517-107.0,"Masina de maturat manuala actionata de ambele roti astfel incat unitatea se balanseaza in mod egal la i nclinarile catre stanga si catre dreapta si de asemenea ofera un control foarte bun in linie dreapta. Perii universali impermeabili pentru orice tip de suprafata. Filtru din lana pentru particule fine de praf, cadru robust din plastic, perie rotunda principala reglabila si perii laterale retractabile.,Cod de comanda:1.517-107.0",Nou,,4240.0,"3 190,00"
Karcher - ASPIRATOR UMED-USCAT NT 30/1 Tact Te Adv L,1.148-281.0,"Favoritul meseriașilor între aspiratoarele umede şi uscate: Kärcher NT 30/1 ,Tact, Te Adv cu priză electrică (comutator automat pornit/oprit) şi funcție ,Tact, de curăţare a filtrului pentru o operare neîntreruptă.,cod comanda: 1.148-281.0",Nou,La comanda,3875.0,"3 150,00"
Karcher - Suflanta LB 930/36 Bp pack,1.042-508.0,"Suflanta noastră de frunze tip rucsac LB 930/36 Bp alimentată cu acumulatori curăță frunzele uscate și alte resturi rapid, temeinic și cu zgomot redus. Şi o face fără absolut nici o emisie.,cod comanda: 1.042-508.0",Nou,La comanda,4533.0,"3 116,00"
Karcher - Aspirator cu spalare Puzzi 8/1 C,1.100-240.0,"Cu Puzzi 8/1 C extindem gama noastra existenta de produse de curatare cu spray-extractie cu un aparat puternic din clasa de baza. Acest aparat cu spray-extractie poate fi folosit eficient pentru curatarea tapiteriei sau a petelor de pe mochete. Datorita volumului extrem de scazut de umezeala reziduala, mochetele si tapiteria curatate pot fi folosite din nou rapid.,Cod de comanda:1.100-240.0",Nou,IN STOC ,4300.0,"2 920,00"
Karcher - Aspirator uscat - umed NT 55/1 Tact,1.146-820.0,"NT 55/1 Tact este un aspirator umed/ uscat puternic si usor de manevrat pentru uz comercial. Este echipat cu sistemul inovator si brevetat de curatare complet automata a filtrului TACT. NT 55/1 Tact este dotat in serie cu un maner robust si un furtun de drenare rezistent la ulei. NT 55/1 Tact este echipat cu toate accesoriile, acestea putand fi depozitate cu usurinta in sertarul integrat de depozitare accesorii.,Cod de comanda:1.146-820.0",Nou,,3455.0,"2 903,46"
Karcher - Aspirator uscat BV 5/1,1.394-200.0,"Noul aspirator tip rucsac BV 5/1 poate fi purtat comod ca si un rucsac pe spate, datorita celor 5,3 kg ale sale. BV 5/1 este utilizat mai ales in spatiile prea stramte pentru aspiratoarele traditionale: intre randurile de scaune la cinema si teatru, in autobuze, trenuri si cabine de avion, pe scarile hotelurilor si in birouri, precum si in zonele cu trafic intens.,cod comanda: 1.394-200.0",Nou,La comanda,3400.0,"2 900,00"
Karcher - ASPIRATOR CU PERI PENTRU COVOR CV 38/2 Adv *EU,1.033-336.0,"Aspirator vertical tip perie, puternic, ușor de utilizat, CV 38/2 Adv. Cu performanță ridicată de suprafață, accesorii integrate și suporturi pentru cabluri și sistem de schimbare rapidă pentru cablul de alimentare.,cod comanda: 1.033-336.0",Nou,La comanda,3671.0,"2 800,00"
Karcher - Suflanta AB 20/1 Ec,1.004-062.0,"AB 20 Ec este durabil, compact si puternic pentru un proces de uscare rapida dupa curatarea de baza. Perioada lunga de asteptare dupa curatarea umeda provoaca disconfort pentru multi clienti. Cu suflanta de aer AB 20 Ec timpul de uscare poate fi redus până la 50%. Deoarece suflanta este foarte silențioasă, ea poate fi utilizată în timpul orelor de lucru. Aceste calități și durata mare de viață fac AB 20 Ec un partener economic de afaceri.,Cod de comanda:1.004-062.0",Nou,La comanda,3840.0,"2 640,00"
Karcher - Aspirator uscat - umed NT 45/1 Tact Te,1.145-836.0,"Aparatul NT 35/1 Tact Te este un aspirator uscat/umed usor de manuit si cu putere mare de aspirare, pentru utilizarea comerciala. El dispune de sistemul inovator si patentat Tact pentru curatare a filtrului complet automata. NT 35/1 Tact Te este echipat cu priza si functie de pornire/ oprire automata. Cu ajutorul acesteia, aspiratorul poate fi comandat de la distanta printr-o scula electrica conectata. in plus, aceasta versiune ofera posibilitatea de reglare fara trepte a miscarilor de rotatie ale motorului. NT 35/1 Tact Te include toate accesoriile, acestea putand fi depozitate cu usurinta in sertarul integrat de depozitare accesorii.,Cod de comanda:1.145-836.0",Nou,,3165.0,"2 624,39"
Karcher - ASPIRATOR USCAT - UMED NT 30/1 Tact L,1.148-201.0,"Componente rezistente si putere de aspirare mare: noul aspirator umed-uscat NT 30/1 Tact ,cu sistemul inovator de curatare a filtrului Tact, si recipient de 30 litri, bara de protectie si rotile de metal.,cod comanda: 1.148-201.0",Nou,,3302.0,"2 597,00"
Karcher - Aspirator cu perii pentru covor CV 30/1,1.023-121.0,"Aspiratorul cu perie pentru covoare CV 30/1 impresionează cu un cuplaj centrifugal patentat, sistem de filtrare cu 3 căi, înlocuirea rapida a periei și a cablului de alimentare.,cod comanda: 1.023-121.0",Nou,,2948.0,"2 412,00"
Karcher - Generator PGG 3/1 pe benzina,1.042-207.0,"Alimentat cu benzină, putere de 2,8 kW, roți rezistente la perforare și rezervor de 15 litri: generatorul de curent PGG 3/1 vă oferă până la 12 ore de muncă, independent de sursele externe de alimentare.,cod comanda: 1.042-207.0",Nou,in stoc ,3350.0,"2 400,00"
Karcher - Aspirator uscat - umed NT 45/1 Tact,1.145-830.0,"Aparatul NT 35/1 Tact este un aspirator uscat/umed usor de manuit si cu putere mare de aspirare, pentru utilizarea comerciala. El dispune de sistemul inovator si patentat Tact pentru curatare a filtrului complet automata. NT 45/1 Tact este dotat cu toate accesoriile, acestea putand fi depozitate cu usurinta in sertarul integrat de depozitare accesorii.,Cod de comanda:1.145-830.0",Nou,,2851.0,"2 398,82"
Karcher - ASPIRATOR UMED-USCAT NT 70/2 Me Classic,1.667-306.0,"NT 70/2 Me Classic este un aspirator umed și uscat robust, puternic și ușor de utilizat, cu două motoare, cu un container de 70 de litri pentru murdărie grosieră, praf și lichide.,cod comanda: ,1.667-306.0",Nou,la comanda ,2938.0,"2 380,00"
Karcher - Aspirator umed- uscat NT30/1 Ap Te L *EU,1.148-231.0,"Karcher Nt 30/1 Ap Te L ,NT 30/1 Ap L: Aspirator umed-uscat din clasa medie cu rezervor de 30 litri. Aspiratorul are o putere de aspirare excelentă, echipare inteligenta și componente durabile.,Varianta Ap Te vine in plus cu :,- priza cu sistem automat de pornire/oprire pentru uneltele electrice,- sistem semi-automat de curatare a filtrului,cod: 1.148-231.0",Nou,,2996.0,"2 360,00"
Karcher - Aparat de tuns iarba BCU 260/36 Bp,1.042-503.0,"Trimmerul nostru BCU 260/36 Bp alimentat acu acumulatori abordează fără efort sarcini dificile de tuns, cum ar fi eliminarea plantelor dificile, cu creștere necontrolată, sau a lăstarilor deși. De asemenea, este comod în manevrare.,cod comanda: ,1.042-503.0,Masina de tuns vine fara baterie si incarcator",Nou,La comanda,2833.0,"2 300,00"
Karcher - Masina de tuns iarba LT 380/36 Bp,1.042-502.0,"Ideală pentru locurile greu accesibile, dar și pentru zone plate: Mașina noastră de tuns gazonul de înaltă performanță LT 380/36 Bp alimentată cu acumulatori este extrem de adaptabilă și comodă de manevrat.,cod comanda: 1.042-502.0,Masina de tuns vine fara baterie si incarcator",Nou,La comanda,2800.0,"2 300,00"
Karcher - Motopompa de apă semimurdară WWP 45,1.042-210.0,"Cu o capacitate de pompare de până la 45 m3/h, motopompa de apă semimurdară WWP 45 impresionează cu un motor puternic pe benzină în aplicațiile în care nu există sursă de alimentare externă.,cod comanda: 1.042-210.0",Nou,La comanda,2730.0,"2 200,00"
Karcher - Aparat de tuns gard viu HT 650/36 Bp,1.042-506.0,"Aparatul de tuns gardul viu HT 650/36 Bp, alimentat cu acumulatori, este foarte ergonomic și stă perfect în mână, are un mâner rotativă pentru a nu solicita articulațiile și realizează tăieturi impresionant de precise și de curate.,cod comanda: 1.042-506.0",Nou,La comanda,2566.0,"2 068,00"
Karcher - Aspirator uscat T 15/1 eco!efficiency,1.355-246.0,"Cu aspiratorul T 15/1, ne reinnoim programul existent al aspiratoarelor uscate si detinem acest segment de piata cu un model remarcabil din clasa de top.,cod comanda: 1.355-246.0",Nou,La comanda,2451.0,"2 060,00"
Karcher - Aspirator umed uscat NT30/1 Ap L *EU,1.148-221.0,"Karcher Nt 30/1 Ap L ,NT 30/1 Ap L: Aspirator umed-uscat din clasa medie cu rezervor de 30 litri. Aspiratorul are o putere de aspirare excelentă, echipare inteligenta și componente durabile.,Varianta Ap vine in plus cu:,- filtru cu sistem semi-automat de curatare,cod: 1.148-221.0",Nou,LA COMANDA ,2450.0,"1 980,00"
Karcher - Aspirator umed -uscat  NT 40/1 Ap L,1.148-321.0,"NT 40/1 Ap L: Aspirator umed-uscat din clasa medie cu rezervor de 40 litri. Aspiratorul are o putere de aspirare excelentă, echipare inteligenta și componente durabile.,Varianta Ap vine in plus cu:,- filtru cu sistem semi-automat de curatare,cod comanda: 1.148-321.0",Nou,IN STOC ,3000.0,"1 870,00"
Karcher - Suflanta LB 960/36 Bp,1.042-507.0,"Suflanta noastră de frunze LB 930/36 Bp alimentată cu acumulatori curăță frunzele uscate și alte resturi rapid, temeinic și cu zgomot redus. Şi o face fără absolut nici o emisie.,cod comanda: 1.042-507.0,Suflanta vine fara baterie",Nou,La comanda,2650.0,"1 822,00"
Karcher - ASPIRATOR UMED-USCAT NT 48/1,1.428-620.0,"La aparatul acesta este vorba despre un aspirator umed/uscat foarte robust, functional si cu putere foarte mare, cu proprietati egronomice optimale, la un mod de construcite compact, care a fost conceput special pentru nevoile curatatorilor de cladiri, a domeniului auto si a meseriasilor.,cod comanda: 1.428-620.0",Nou,La comanda,1880.0,"1 750,00"
Karcher - Aspirator uscat T 12/1 eco!efficiency,1.355-135.0,"Noul T 12/1 eco!efficiency Kärcher este un aspirator extrem de eficient si silentios, adecvat cu precadere pentru companiile de curatenie, hoteluri si restaurante, birouri, magazine, spitale, precum si in gospodarii.Aparatul este prevazut cu un comutator cu pedala pentru operarea usoara, precum si cu doua role spate si doua rotile fata pentru manevrabilitate maxima. Rezultatul: un aspirator uscat de clasa medie puternic si rezistent.,cod comanda: 1.355-135.0",Nou,La comanda,2101.0,"1 720,00"
Karcher - Matura electrica EB 30/1 Adv Li-Ion,1.545-127.0,"Kärcher a lansat prima matura electrica angrenata cu baterii pentru utilizatori comerciali, EB 30/1 Professional Li-Ion. Versiunea profesionala include un incarcator rapid de baterii in locul incarcatorului standard de baterie care reduce durata de incarcare de la 3 ore la 90 minute. Datorita periei rotative si recipientului pentru murdarie, acest model nou dezvoltat este o matura si faras intr-un singur aparat. Poate fi folosit pentru a aspira podelele dure si covoarele rapid, functionand silentios (56 dB/A) si fiabil in timpul orelor de program.,cod comanda: 1.545-127.0",Nou,La comanda,2090.0,"1 655,00"
Karcher - Drujba electrica MT HT 550/36,1.042-513.0,"cod comanda:1.042-513.0,Bateria nu este inclusa in pachet",Nou,,1785.0,"1 450,00"
Karcher - Aspirator uscat T 12/1,1.355-100.0,"Un aspirator uscat, silentios, agil si stabil, cu intrerupator pentru picior si margine circulara de protectie. Mobilitate ridicata prin cele doua roti mari de cauciuc si cele doua role duble. Carligul detasabil pentru cablul electric si infasuratorul pentru cablu de pe capul turbinei faciliteaza preluarea si depozitarea cablului electric. Per total, un aspirator uscat de clasa mijlocie.,cod comanda: 1.355-100.0",Nou,la comanda ,1780.0,"1 450,00"
Karcher - ASPIRATOR USCAT - UMED NT 20/1 Ap Te *EU,1.378-510.0,"Aspiratorul uscat-umed NT 20/1 Ap Te cu sistem de curatare semi-automat al filtrului si priza cu auto-start este robust, puternic, usor de manevrat- ideal pentru ateliere si zone de constructii.,Varianta Ap vine in plus cu:,- filtru cu sistem de curatare semi-automata,- priza pentru conectarea aparatelor electrice,cod comanda: 1.378-510.0",Nou,la comanda ,1599.0,"1 268,00"
Karcher - Aspirator uscat - umed NT 27/1 Me,1.428-100.0,"Aparatul NT 27/1 Me este un aspirator umed/uscat puternic, pentru utilizare profesionala. Este extrem de compact si este echipat standard cu numeroase accesorii utile si un container de otel inoxidabil.,cod comanda: 1.428-100.0",Nou,In stoc ,1538.0,"1 240,00"
Karcher - ASPIRATOR UMED-USCAT NT 38/1 Me Classic Edition,1.428-538.0,"În ciuda dimensiunilor sale compacte, aspiratorul robust NT 38/1 Me Classic curăță fără efort cantități mari de tot felul de murdărie - cu recipient de 38 de litri.,cod comanda: ,1.428-538.0",Nou,la comanda ,1390.0,"1 180,00"
Karcher - Aspirator uscat T 10/1 eco!efficiency,1.527-413.0,"40% economie de energie: aspirator uscat eco-eficient T 10/1. Cu duza combinata, cablu de alimentare detasabil (12 m), cot anti-static, depozitare cablu si cos filtrant principal consolidat.,cod comanda: 1.527-413.0",Nou,La comanda,1396.0,"1 170,00"
Karcher - ASPIRATOR UMED-USCAT NT 22/1 Ap Te *EU,1.378-610.0,"Perfect pentru comercianți: aspirator umed și uscat NT 22/1 Ap cu priză (cu funcție de pornire automată), putere mare de aspirare și sistem semi-automat de curățare. Aparat din gama de bază, compact, ușor.,cod comanda: 1.378-610.0",Nou,La comanda,1322.0,"1 050,00"
Karcher - Aspirator umed uscat NT 50/1 Me Classic,1.667-010.0,"cod comanda:,1.667-010.0,Aparatul NT 50/1 este un aspirator umed/uscat puternic, pentru utilizare profesionala. ,Oferta valabila in limita stocului disponibil.",Nou,,2431.0,"1 019,00"
Karcher - Aspirator uscat - umed NT 27/1,1.428-500.0,"Aparatul NT 27/1 este un aspirator umed/uscat puternic, pentru utilizare profesionala. Este extrem de compact si este echipat standard cu numeroase accesorii utile.,cod comanda: 1.428-500.0",Nou,,1367.0,"999,00"
Karcher - Matura cu acumulator  EB 30/1 Li-Ion,1.545-126.0,"Prima matura electrica angrenata cu baterii pentru utilizarea profesionala, EB 30/1 Li-Ion, a fost lansata acum pe piata de catre Kärcher. Aparatul nou dezvoltat dispune de un stavilar cilindric pentru maturat care poate fi schimbat cu usurinta si de un recipient pentru mizerie care poate fi detasat usor, fiind astfel matura si faras intr-una. Permite curatarea rapida, silentioasa (56 dB(A)) si de incredere a zonelor cu murdarie de pe podelele dure si covoare chiar in timpul orelor de deschidere a manazinelor.,cod comanda: 1.545-126.0",Nou,La comanda,1332.0,"980,00"
Karcher - Aspirator pentru geamuri profesional WV 10 Advanced,1.633-560.0,"Multumita design-ului inovator, noul model profesional de aspirator de geamuri, WVP 10 Advanced, curata neintrerupt toate tipurile de suprafete cat si deasupra capului.,Modelul advanced vine in plus cu 2 baterii si o statie de incarcare,cod comanda: , 1.633-560.0",Nou,in stoc ,1125.0,"950,00"
Karcher - Aspirator uscat T 7/1 eco!efficiency,1.527-145.0,"Aspiratorul usor T 7/1 eco!efficiency asigura o economie de energie de 40% iar aparatul este echipat cu un cos filtrant principal consolidat pentru aspirarea fara sac filtrant, cablu detasabil de 7 m, carlig pentru cablu si cot anti-static.,cod comanda: 1.527-145.0",Nou,La comanda,1095.0,"930,00"
Karcher - ASPIRATOR USCAT - UMED NT 22/1 Ap L *EU,1.378-600.0,"Compact dar incredibil de puternic aspiratorul umed-uscat este din clasa de baza. Datorită greutății sale scăzute, NT 22/1 Ap este ideal pentru utilizarea mobilă.,Varianta Ap vine in plus cu:,- filtru cu sistem de curatare semi-automata,cod comanda: 1.378-600.0",Nou,In stoc ,1470.0,"925,00"
Karcher - Aspirator HV 1/1 Bp Cs *EU,1.394-222.0,"Aspiratorul portabil cu acumulator HV 1/1 Bp impresionează cu putere de aspirație mare și greutate redusă. Perfect pentru lucrări de instalare și pentru curățarea clădirilor și vehiculelor.,Varianta Cs vine cu:,- furtun de aspiratie flexibil,- duza de rosturi,- acumulator cu incarcator,cod comanda: 1.394-222.0",Nou,La comanda,1535.0,"840,00"
Karcher - Aspirator HV 1/1 Bp As,1.394-223.0,"Aspiratorul portabil cu acumulator HV 1/1 Bp impresionează cu putere de aspirație mare și greutate redusă. Perfect pentru lucrări de instalare și pentru curățarea clădirilor și vehiculelor.,Varianta As vine cu:,- Duza de rosturi,- acumulator cu incarcator,cod comanda: 1.394-223.0",Nou,La comanda,1535.0,"830,00"
"Karcher - Detergent pentru curatarea covoarelor, pudra, RM 760, 10  kg",6.294-844.0,"CarpetPro, Cleaner RM 760 - pudra, pentru aspiratoarele cu spray-extractie, cu performante excelente de curatare. Tehnologie iCapsol de incapsulare apoi aspirare a murdariei. Nu necesita clatire!,cod comanda: 6.294-844.0",Nou,,896.0,"630,00"
Karcher - Aspirator pentru geamuri profesional WV 10,1.633-550.0,"Multumita design-ului inovator, noul model profesional de aspirator de geamuri, WVP 10, curata fara restrictii suprafetele plate si netede pe verticala, orizontala cat si deasupra capului.,cod comanda: , 1.633-550.0",Nou,In stoc ,776.0,"610,00"
Karcher - Aspirator uscat T 7/1 Classic,1.527-181.0,"Usor si ergonomic: T 7/1 Clasic cu sac filtru fleece standard este un aspirator uscat din clasa de baza, ce ofera un raport foarte bun calitate - pret, aspirare puternica si depozitarea cablului.,cod comanda: 1.527-181.0",Nou,IN STOC ,994.0,"595,00"
Karcher - Detergent pentru curatarea materialelor textile RM 764 10L,6.295-854.0,cod comanda: 6.295-854.0,Nou,,486.0,"390,00"
Karcher - Recipient pulverizare pompa 1 l,6.394-409.0,"Sticla de pulverizare cu pompa de 1 litru - care include pompa si rezervorul sub presiune - pentru pulverizare simpla, uniforma pentru curatare sau cristalizare.,cod de comanda: ,6.394-409.0",Nou,LA COMANDA -LIVRARE IN 4 ZILE,198.0,"160,00"
